-0.001470566,-0.00271821,-0.02073598,-0.00261116,-0.004923821,-7.15E-04,A
-0.001470566,2.82E-04,-0.017735958,-0.00261116,-0.004923821,0.002285004,A
-0.001470566,-0.00271821,0.005264044,-0.00261116,-0.004923821,0.002285004,A
0.001529455,-0.005717993,-0.004735947,-0.005611181,-0.004923821,0.005285025,A
-0.001470566,-0.00271821,0.005264044,-0.00261116,-0.008924007,0.002285004,A
0.001529455,-0.00271821,0.005264044,-0.00261116,-0.004923821,-7.15E-04,A
0.004529476,-0.00271821,0.001263857,-0.00261116,-0.001924038,-7.15E-04,A
0.001529455,-0.008718014,-0.007735968,-0.00261116,-0.004923821,0.002285004,A
0.001529455,-0.005717993,-0.001735926,-0.00261116,-0.004923821,-7.15E-04,A
0.001529455,2.82E-04,0.001263857,0.00738883,-0.004923821,0.002285004,A
-0.001470566,-0.00271821,-0.001735926,-0.005611181,-0.004923821,0.002285004,A
-0.001470566,2.82E-04,-0.004735947,-0.005611181,-0.008924007,-0.004714966,A
0.001529455,0.010281801,0.03426385,0.00738883,-0.004923821,0.005285025,A
-0.001470566,-0.00271821,0.043263912,0.004388809,-0.004923821,0.008285046,A
0.001529455,2.82E-04,0.014263868,-0.00261116,-0.001924038,-7.15E-04,A
-0.004470587,-0.00271821,-0.001735926,-0.005611181,-0.004923821,-0.007714987,A
-0.001470566,-0.00271821,0.066263914,-0.00261116,0.001075983,0.008285046,A
-0.001470566,0.00728178,0.056263924,-0.00261116,-0.008924007,0.008285046,A
-0.004470587,0.004281998,-0.02073598,-0.011611223,-0.001924038,0.005285025,A
-0.001470566,-0.012718201,0.02726388,0.001388788,-0.008924007,-7.15E-04,A
0.001529455,2.82E-04,0.056263924,0.00738883,-0.001924038,-7.15E-04,A
-0.001470566,-0.015718222,0.024263859,0.001388788,-0.004923821,0.008285046,A
0.004529476,0.004281998,-0.023736,0.010388851,0.004076004,-0.004714966,A
-0.001470566,-0.00271821,0.008264065,0.001388788,-0.008924007,0.005285025,A
0.008529425,2.82E-04,0.05026388,-0.005611181,-0.001924038,-7.15E-04,A
-0.001470566,0.004281998,0.014263868,-0.005611181,0.001075983,-7.15E-04,A
-0.001470566,0.00728178,-0.010735989,-0.00261116,-0.001924038,-7.15E-04,A
-0.001470566,2.82E-04,0.031264067,-0.008611202,-0.001924038,-0.004714966,A
-0.008470535,-0.012718201,0.060263872,0.001388788,-0.001924038,-7.15E-04,A
-0.011470556,0.004281998,-0.001735926,-0.00261116,-0.008924007,-0.007714987,A
-0.001470566,-0.00271821,-0.004735947,0.004388809,0.001075983,0.002285004,A
0.001529455,-0.00271821,0.06326389,-0.00261116,-0.008924007,0.005285025,A
0.001529455,0.010281801,0.066263914,-0.00261116,-0.004923821,0.018285036,A
-0.008470535,-0.008718014,-0.03673601,-0.005611181,0.001075983,-7.15E-04,A
0.001529455,0.00728178,0.011263847,0.001388788,-0.004923821,-0.004714966,A
0.004529476,0.013281822,0.066263914,-0.005611181,-0.008924007,-7.15E-04,A
0.001529455,0.00728178,0.024263859,-0.00261116,-0.008924007,0.002285004,A
-0.004470587,-0.00271821,-0.010735989,-0.008611202,-0.008924007,0.002285004,A
-0.004470587,-0.00271821,0.04026389,-0.00261116,-0.001924038,0.002285004,A
0.001529455,0.010281801,0.06326389,0.004388809,-0.008924007,0.002285004,A
0.004529476,2.82E-04,0.021264076,-0.005611181,-0.004923821,0.002285004,A
0.001529455,-0.005717993,-0.001735926,0.004388809,-0.004923821,-7.15E-04,A
0.001529455,-0.012718201,0.03426385,0.001388788,-0.004923821,0.002285004,A
0.004529476,0.00728178,0.066263914,0.004388809,-0.004923821,-7.15E-04,A
-0.011470556,2.82E-04,-0.007735968,-0.005611181,0.001075983,-0.010714769,A
-0.004470587,0.00728178,-0.007735968,-0.008611202,-0.008924007,0.002285004,A
0.001529455,0.00728178,0.056263924,0.001388788,-0.004923821,0.002285004,A
-0.001470566,-0.005717993,0.056263924,-0.021611214,-0.001924038,0.005285025,A
-0.008470535,0.00728178,-0.02073598,-0.00261116,-0.001924038,0.008285046,A
-0.004470587,0.013281822,0.021264076,-0.00261116,-0.004923821,-7.15E-04,A
0.001529455,2.82E-04,0.056263924,-0.005611181,-0.004923821,0.002285004,A
-0.001470566,2.82E-04,0.024263859,0.010388851,0.004076004,0.008285046,A
0.004529476,2.82E-04,-0.023736,-0.00261116,-0.001924038,-7.15E-04,A
-0.001470566,0.004281998,0.03426385,-0.008611202,-0.008924007,0.008285046,A
-0.004470587,0.004281998,0.066263914,0.001388788,-0.008924007,0.008285046,A
0.001529455,2.82E-04,0.021264076,-0.00261116,-0.001924038,0.002285004,A
-0.001470566,0.010281801,-0.007735968,-0.00261116,-0.001924038,-0.004714966,A
0.001529455,2.82E-04,0.053263903,-0.011611223,-0.004923821,0.002285004,A
0.001529455,0.023281813,0.066263914,0.010388851,-0.001924038,0.008285046,A
0.008529425,0.013281822,-0.007735968,0.001388788,0.001075983,0.011285067,A
0.004529476,0.00728178,-0.010735989,0.001388788,0.001075983,0.005285025,A
0.011529446,0.023281813,0.06326389,0.004388809,0.004076004,0.005285025,A
0.014529467,0.010281801,0.066263914,0.004388809,0.004076004,0.005285025,A
0.008529425,0.020281792,-0.004735947,0.00738883,0.004076004,0.008285046,A
0.011529446,0.026281834,0.02726388,0.00738883,0.007076025,0.005285025,A
0.011529446,0.004281998,0.06326389,0.004388809,0.004076004,0.005285025,A
0.011529446,0.00728178,0.024263859,0.00738883,0.004076004,-0.004714966,A
-0.001470566,0.016281843,-0.010735989,0.004388809,0.004076004,0.005285025,A
0.008529425,0.020281792,0.024263859,0.00738883,0.004076004,0.005285025,A
0.008529425,0.029281855,0.066263914,0.00738883,0.004076004,0.002285004,A
0.001529455,0.016281843,0.031264067,0.00738883,0.004076004,0.005285025,A
0.004529476,0.013281822,-0.004735947,0.004388809,0.004076004,0.005285025,A
-0.004470587,0.013281822,0.04726386,0.001388788,0.004076004,-7.15E-04,A
0.014529467,0.016281843,0.060263872,0.00738883,0.004076004,-7.15E-04,A
0.001529455,0.010281801,-0.010735989,0.00738883,0.007076025,0.008285046,A
0.004529476,0.013281822,0.011263847,0.00738883,0.007076025,0.008285046,A
0.008529425,0.016281843,0.066263914,0.004388809,0.011075974,0.005285025,A
0.004529476,0.010281801,0.05026388,0.004388809,0.014075995,0.008285046,A
0.001529455,0.010281801,-0.001735926,0.00738883,0.011075974,0.011285067,A
0.008529425,0.010281801,0.031264067,0.00738883,0.014075995,0.005285025,A
0.004529476,0.023281813,0.066263914,0.004388809,0.011075974,0.008285046,A
0.001529455,0.010281801,0.03726387,0.004388809,0.011075974,0.008285046,A
0.014529467,0.00728178,0.005264044,0.00738883,0.014075995,0.008285046,A
0.004529476,0.010281801,0.03426385,0.00738883,0.014075995,-7.15E-04,A
-0.001470566,0.013281822,0.053263903,0.00738883,0.011075974,0.005285025,A
0.004529476,0.010281801,0.021264076,0.00738883,0.014075995,0.011285067,A
0.004529476,0.013281822,0.011263847,0.004388809,0.011075974,-0.010714769,A
0.008529425,0.013281822,0.04026389,0.004388809,0.007076025,-7.15E-04,A
0.011529446,0.013281822,0.060263872,0.004388809,0.011075974,0.021285057,A
-0.004470587,0.00728178,0.02726388,0.00738883,0.001075983,0.008285046,A
0.001529455,0.010281801,0.031264067,0.00738883,0.011075974,-7.15E-04,A
0.011529446,0.023281813,0.043263912,0.004388809,0.004076004,0.005285025,A
0.011529446,0.010281801,0.02726388,0.004388809,0.011075974,0.011285067,A
-0.004470587,0.016281843,0.018264055,0.00738883,0.011075974,0.002285004,A
0.001529455,0.020281792,0.04026389,0.00738883,0.007076025,0.002285004,A
0.001529455,0.016281843,0.06326389,0.010388851,0.004076004,-7.15E-04,A
